시도,구군,행정구역명,시설명,소재지,시설용량,물리적 용량,생물학적 용량,고도 용량,유입하수량,물리적 유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,물리적 방류량,생물학적 방류량,고도 방류량,유입_생화학적 산소요구량(BOD),방류_생화학적 산소요구량(BOD),유입_총유기탄소(TOC),방류_총유기탄소(TOC),유입_부유물질량(SS),방류_부유물질량(SS),유입_총질소(T-N),방류_총질소(T-N),유입_총인(T-P),방류_총인(T-P),유입총대장균군수,방류총대장균군수,처리효율,처리부하량,처리방법,적용신기술,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,준공일,가동개시일,사업비(백만원),방류수소독방법,수계,지류,세부단위구역,지역구분,명칭,목표수질_생화학적 산소요구량(BOD),에너지자립율,에너지자체생산량,연간 총 에너지 사용량_계_(TOE),연간 총 에너지 사용량_총 전력사용량(kWh),연간 총 에너지 사용량_자체 에너지사용량(TOE),하수처리량당 이산화탄소(CO2)배출량,운영주체,위탁 업체명,위탁비용,위탁계약기간(시작),위탁계약기간(종료),직원총수(명),안전사고건수
경상남도,진주시,진주시,평촌,집현면 덕오리 310-1 ,50,0,0,50,38.6,0,0,38.6,38.6,0,0,38.6,185.2,3.7,89.5,5.2,177.8,3.8,34.238,4.853,3.66,0.55,90377,32,98,7,BNR,,0,0,0,0,2009-10-08,2009-10-08,330,,낙동강,남강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,12.6,55033,0,1.791,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,사평,대평면 당촌리 1325-4 ,48,0,0,48,37,0,0,37,37,0,0,37,194.1,4.1,109.3,5.2,176.9,3.4,39.095,6.367,4.372,0.617,113333,41,97.9,7,SNR,,0,0,0,0,2006-05-21,2006-05-21,517,자외선 ,낙동강,남강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0.2,707,0,0.024,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,덕의,금산면 장사리 1333-2 ,46,0,0,46,33.1,0,0,33.1,33.1,0,0,33.1,178.6,3.8,101,5.7,176.3,3.8,34.288,6.028,3.088,0.596,103250,38,97.9,5.8,BioMat,,0,0,0,0,2010-04-10,2010-04-10,1133,자외선 ,낙동강,남강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,16.9,74006,0,2.808,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,답천,일반성면 답천리 294-5 ,45,0,0,45,35.4,0,0,35.4,35.4,0,0,35.4,181.9,3.6,88.4,5.4,177.1,3.5,32.365,5.173,3.305,0.481,90000,37,98,6.3,Biobead,,0,0,0,0,2010-03-20,2010-03-20,484,자외선 ,낙동강,반성천,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,10.1,44024,0,1.56,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,사곡,수곡면 사곡리 659-4 ,40,0,0,40,30.7,0,0,30.7,30.7,0,0,30.7,193,4.4,101,6.2,186.1,3.9,38.325,6.104,4.84,0.652,87500,32,97.7,5.8,분리막,,0,0,0,0,2010-12-30,2010-12-30,217,,낙동강,덕천강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,9.7,42517,0,1.74,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,갈전,경상남도 진주시 금산면 갈전리 1645번지 ,30,0,0,30,21.5,0,0,21.5,21.5,0,0,21.5,156.7,2.8,82.8,4.2,179.1,3.6,30.698,4.337,3.02,0.432,88667,25,98.2,3.3,SNR,,0,0,0,0,2010-05-01,2016-12-20,0,자외선 ,낙동강,남강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0.2,975,0,0.057,민간(대행),"(주)우진,환경시설관리주식회사,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,덕곡수곡면,수곡면 사곡리 290-1 ,30,0,0,30,23.3,0,0,23.3,23.3,0,0,23.3,201.1,4,100.3,4.7,170.7,3.4,45.265,6.67,4.768,0.61,108417,39,98,4.6,분리막,,0,0,0,0,2010-12-01,2010-12-01,185,자외선 ,낙동강,덕천강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,8.9,38972,0,2.099,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,도량,수곡면 원계리 96-3 ,30,0,0,30,22,0,0,22,22,0,0,22,177.1,3.8,91.3,4.2,187.1,3.9,35.168,6.022,3.935,0.518,83500,38,97.9,3.8,SNR,,0,0,0,0,2009-12-19,2009-12-19,289,자외선 ,낙동강,덕천강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0.1,530,0,0.03,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,요산,수곡면 효자 472-10 ,30,0,0,30,23.5,0,0,23.5,23.5,0,0,23.5,191.5,4,91.9,6,197.5,3.9,33.428,6.354,3.602,0.592,81667,34,97.9,4.4,SNR,,0,0,0,0,2009-10-08,2009-10-08,217,,낙동강,덕천강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0.6,2453,0,0.131,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,원동,일반성면 남산리 232-8 ,30,0,0,30,23.4,0,0,23.4,23.4,0,0,23.4,164.4,3.5,95.9,5,178.5,3.5,32.3,5.435,3.811,0.533,79750,26,97.9,3.8,분리막,,0,0,0,0,2010-03-19,2010-03-19,327,,낙동강,반성천,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,11.8,51692,0,2.773,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,정자,금곡면 정자리 12 ,30,0,0,30,23.4,0,0,23.4,24.3,0,0,24.3,223.8,4.5,87.6,5.3,200.9,3.8,43.54,6.963,4.554,0.717,128333,42,98,5.1,FNR,,0,0,0,0,2010-03-20,2010-03-20,354,,낙동강,정자천,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,7.9,34343,0,1.774,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,봉전,정촌면 관봉리 1382-2 ,25,0,0,25,19.5,0,0,19.5,19.5,0,0,19.5,171.3,3.5,92.3,6.1,163.1,3.4,33.235,5.816,3.618,0.568,94083,34,98,3.3,BNR,,0,0,0,0,2009-10-08,2009-10-08,254,자외선 ,낙동강,중선포천,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,4.1,17987,0,1.159,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,진주시,진주시,안뜰마을,경상남도 진주시 내동면 내평리 692 ,10,0,0,10,8,0,0,8,8,0,0,8,153.4,2.2,90,5.1,178.7,3.7,25.893,3.635,2.815,0.274,56750,15,98.6,1.2,SNR,,0,0,0,0,2010-10-01,2010-10-01,0,,낙동강,남강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0.1,522,0,0.082,민간(대행),"환경시설관리주식회사,(주)우진,(주)성일엔텍",0,2022-07-01,2025-06-30,0,0
경상남도,통영시,통영시,통영,경상남도 통영시 인평동 478-1 ,54000,0,0,54000,33369.1,0,0,33369.1,30630.4,0,0,30630.4,126.9,2.6,53.4,4.3,80.1,1.5,41.548,11.325,4.043,0.842,821230,142,98,4149.8,"DeNiPho,STEP혐기호기변법",,0,0,190.8,0,1994-06-15,1994-12-10,65485,자외선 ,낙동강,,남해동부,500톤 이상(Ⅳ지역),낙동강남해,Ⅳ,0.4,6,1343.8,5842035,6,0.239,자체,,0,,,0,0
경상남도,통영시,통영시,산양,경상남도 통영시 산양읍 삼덕리 563 ,500,0,0,500,374.6,0,0,374.6,374.6,0,0,374.6,175.8,4.9,66,4.5,160.5,4.9,44.756,8.476,6.052,0.763,142926,8,97.2,64,BSTS-II,,0,0,0,0,2010-11-12,2010-12-22,9290,자외선 ,낙동강,산양천,남해동부,500톤 이상(Ⅳ지역),낙동강남해,Ⅳ,0,0,56.5,246639,0,0.826,민간(대행),테크로스환경서비스,1512,2024-01-01,2025-12-31,14,0
경상남도,통영시,통영시,욕지,경상남도 통영시 욕지면 동항리 425-1 ,500,0,0,500,271.3,0,0,271.3,271.3,0,0,271.3,176.4,4.8,63.2,4.4,160.3,4.9,44.987,8.433,6.124,0.793,137365,8,97.3,46.6,BSTS-II,,0,0,0,0,2011-09-30,2012-01-10,9378,자외선 ,낙동강,,남해동부,500톤 이상(Ⅳ지역),낙동강남해,Ⅳ,0,0,41.2,179816,0,0.832,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,법송,경상남도 통영시 도산면 법송리 1372 ,490,0,0,490,83.7,0,0,83.7,83.5,0,0,83.5,177,3.7,70.1,4.4,151.3,4.2,44.454,8.102,6.221,0.74,127660,4,97.9,14.5,MA2O,,0,0,0,0,2019-05-23,2019-05-23,2994,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,견유,통영시 용남면 장평리411-4번지 ,300,0,0,300,145.6,0,0,145.6,145.2,0,0,145.2,177.3,4.8,63.2,4.3,153.8,4.8,45.148,8.479,5.971,0.82,138074,9,97.3,25.1,A2EBC,,0,0,0,0,2008-05-19,2008-05-19,1580,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,노산,통영시 광도면 노산리 946번지 ,200,0,0,200,70,0,0,70,69.8,0,0,69.8,174.4,5.1,57.1,4.2,149.9,5,45.299,8.536,6.233,0.818,147620,11,97.1,11.9,A2EBC,,0,0,0,0,2009-05-12,2009-05-12,1763,자외선 ,낙동강,동해천,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,신봉,경남 통영시 산양읍 신전리 240-6 ,170,0,0,170,175.5,0,0,175.5,175,0,0,175,177.9,4.9,67.3,4.6,157.9,4.8,43.961,8.614,6.044,0.814,144142,8,97.2,30.3,FNR,,0,0,0,0,2018-12-28,2019-01-23,6616,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,영운,통영시 산양읍 영운리 256 ,170,0,0,170,62.5,0,0,62.5,62.3,0,0,62.3,180,5,66.9,4.5,150.2,5,44.111,8.821,5.967,0.805,132651,13,97.2,10.9,HBR-II,,0,0,0,0,2010-11-30,2010-11-30,2098,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,비진,통영시 한산면 비진리401-1번지 외1 ,150,0,0,150,48.4,0,0,48.4,48.3,0,0,48.3,159.9,5,56.1,4.1,136.3,5.2,42.495,8.875,5.77,0.858,125509,12,96.9,7.5,SMMIAR,,0,0,0,0,2005-03-24,2005-03-24,511,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,원산,경남 통영시 도산면 도선리 517-16,150,0,0,150,132.7,0,0,132.7,132.4,0,0,132.4,167.1,5.4,58.2,4.2,151.4,5.3,43.481,8.812,5.997,0.844,129852,12,96.8,21.5,HBR-II,,0,0,0,0,2012-02-06,2012-08-15,2782,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,중화,경상남도 통영시 산양읍 연화리 1047-3번지 중화 공공하수처리시설,125,0,0,125,117.6,0,0,117.6,117.3,0,0,117.3,180.6,5.1,69.1,4.7,155.3,5.1,44.205,8.527,6.062,0.823,145396,10,97.2,20.6,FNR,,0,0,0,0,2017-12-14,2017-12-14,3474,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,진촌,통영시 사량면 금평리134 번지 ,120,0,0,120,81.2,0,0,81.2,81,0,0,81,170.8,5.2,62.4,4.3,147.5,5.1,43.302,8.433,6.03,0.827,127500,13,97,13.5,HBR-II,,0,0,0,0,2005-06-06,2005-06-06,986,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,수월,경남 통영시 도산면 수월리 796-1 ,95,0,0,95,62.7,0,0,62.7,62.6,0,0,62.6,173.8,4.8,66.8,4.5,154.6,4.9,44.532,8.667,6.129,0.808,143340,11,97.2,10.6,FNR,,0,0,0,0,2015-12-07,2016-01-20,2782,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,우동,경남 통영시 광도면 우동리 537-1 ,95,0,0,95,96.1,0,0,96.1,95.8,0,0,95.8,172.3,5,57.7,4.3,153.7,5.1,44.806,8.405,6.156,0.813,144315,11,97.1,16.1,FNR,,0,0,0,0,2019-12-19,2020-05-11,4065,자외선 ,낙동강,광도천,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,사량 대항,경남 통영시 사량면 대항길 64-98 ,90,0,0,90,33.1,0,0,33.1,33,0,0,33,174.3,4.8,63,4.2,152.6,4.8,44.715,8.493,6.042,0.796,140083,8,97.2,5.6,JSBR,,0,0,0,0,2023-12-14,2022-11-01,3725,,낙동강,,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,내지,경남 통영시 사량면 돈지리 산79-7 ,85,0,0,85,37.4,0,0,37.4,37.3,0,0,37.3,170.7,4.8,63.4,4.2,155.7,4.9,45.104,8.617,6.141,0.822,150074,10,97.2,6.2,JSBR,,0,0,0,0,2021-11-04,2021-11-24,2566,자외선 ,낙동강,,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,야소,경상남도 통영시 한산면 하소리 360-2 ,80,0,0,80,109.5,0,0,109.5,109.2,0,0,109.2,172.3,4.6,60.2,4.1,152.5,4.8,44.387,8.403,6.034,0.811,131204,8,97.3,18.4,FNR,,0,0,0,0,2017-05-02,2017-05-02,2028,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,읍덕,경상남도 통영시 사량면 읍덕리 356번지 ,80,0,0,80,58.7,0,0,58.7,58.5,0,0,58.5,172.4,4.4,61.1,4.1,158.4,4.7,44.615,8.622,6.115,0.804,144019,8,97.4,9.9,JASSFR,,0,0,0,0,2017-12-21,2017-12-21,4614,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,한산 봉암,경남 통영시 한산면 봉암1길 73 ,80,0,0,80,26.9,0,0,26.9,26.8,0,0,26.8,167.6,4.9,62.2,4.1,150.1,4.8,45.062,8.663,6.08,0.806,140259,9,97.1,4.4,JSBR,,0,0,0,0,2023-11-13,2023-08-22,3051,,낙동강,,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,연기,경남 통영시 용남면 장평리 1095 ,70,0,0,70,40.8,0,0,40.8,40.7,0,0,40.7,175.3,4.9,59.7,4.1,159.3,5,44.291,8.446,5.999,0.809,135982,11,97.2,7,FNR,,0,0,0,0,2019-12-29,2020-05-20,2742,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,용호,통영시 광도면 용호리 148 ,70,0,0,70,41.5,0,0,41.5,41.4,0,0,41.4,174,5.1,68.3,4.4,150.1,5,44.318,8.73,6.131,0.814,137811,9,97.1,7,FNR,,0,0,0,0,2010-07-13,2010-07-13,956,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,돈지,통영시 사량면 돈지리626-2 번지 ,60,0,0,60,21.9,0,0,21.9,21.8,0,0,21.8,180.7,5.1,60.6,4.2,142.3,5,43.937,8.618,6.045,0.837,139852,10,97.2,3.8,KDHST,,0,0,0,0,2005-02-03,2005-02-03,441,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,풍화,경상남도 통영시  산양읍 풍화리 1583-1 ,60,0,0,60,75.2,0,0,75.2,75,0,0,75,170.4,5.1,65.7,4.4,157.5,5.1,43.659,8.487,6.072,0.814,139840,10,97,12.4,FNR,,0,0,0,0,2017-04-10,2017-04-10,2028,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,지도,경상남도 통영시 용남면 지도리 77 ,55,0,0,55,25,0,0,25,24.9,0,0,24.9,172.8,4.6,61.9,4.4,154.7,4.6,44.964,8.496,6.145,0.819,138676,6,97.3,4.2,JASSFR,,0,0,0,0,2019-06-07,2019-06-07,3500,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,곤리,경상남도 통영시 산양읍 곤리리 248-2번지 곤리 공공하수처리시설,50,0,0,50,25.5,0,0,25.5,25.4,0,0,25.4,178.2,5.1,67,4.3,158.9,5.1,44.112,8.699,6.21,0.831,136602,15,97.1,4.4,JASSFR,,0,0,0,0,2015-12-16,2017-12-16,2226,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,양지,경상남도 통영시 사량면 양지리 187번지 ,50,0,0,50,40.9,0,0,40.9,40.8,0,0,40.8,177,4.4,59.9,4.1,154.9,4.8,43.603,8.733,6.092,0.808,138944,7,97.5,7.1,JSBR,,0,0,0,0,2017-04-29,2017-04-29,2301,자외선 ,낙동강,낙동강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,한산 추원,경상남도 통영시 한산면 추봉리 331-3번지 ,50,0,0,50,18.7,0,0,18.7,18.7,0,0,18.7,173.4,4.7,60.7,3.9,155.3,4.8,44.602,8.732,6.299,0.807,140989,9,97.3,3.2,JSBR,,0,0,0,0,2024-03-15,2024-03-29,4257,,낙동강,,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,학림,통영시 산양읍 저림리22-4 번지 ,45,0,0,45,12.1,0,0,12.1,12.1,0,0,12.1,158.9,4.9,66,4.2,146.1,4.8,42.122,8.716,5.874,0.835,119094,11,96.9,1.9,A2EBC,,0,0,0,0,2004-09-21,2004-09-21,551,자외선 ,낙동강,낙동강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,한산 용초,경상남도 통영시 한산면 용호리 458-2 ,40,0,0,40,22,0,0,22,22,0,0,22,165.6,5.2,58.5,3.7,151.2,5.2,42.082,8.754,6.814,0.837,132308,11,96.9,3.5,JSBR,,0,0,0,0,2023-04-12,2023-05-30,2155,,낙동강,,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,서촌,통영시 도산면 저산리893-2 번지 ,36,0,0,36,10.3,0,0,10.3,10.2,0,0,10.2,165.1,5.4,63.1,4.4,146.2,5.3,42.71,8.929,5.891,0.828,138632,8,96.7,1.6,KSST 합병정화조,,0,0,0,0,1998-01-24,1998-01-24,477,자외선 ,낙동강,낙동강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,동촌,통영시 도산면 저산리165-2번지 외5 ,30,0,0,30,10.2,0,0,10.2,10.2,0,0,10.2,151.7,4.7,63,4.3,141.3,4.8,42.943,8.888,5.949,0.83,121670,6,96.9,1.5,A2EBC,,0,0,0,0,2004-10-01,2004-10-01,405,자외선 ,낙동강,낙동강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,연대,통영시 산양읍 연곡리92-13 번지 ,25,0,0,25,21.8,0,0,21.8,21.8,0,0,21.8,168.2,5.4,64.9,4.2,148.7,5.2,41.807,8.875,5.909,0.837,129962,10,96.8,3.5,A2EBC,,0,0,0,0,2006-05-02,2006-05-02,351,자외선 ,낙동강,낙동강,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,두미 북구,경남 통영시 욕지면 학리길 88 ,20,0,0,20,11,0,0,11,10.9,0,0,10.9,153.5,4.8,56.3,4.4,141.6,5.3,40.826,8.871,5.665,0.842,121308,10,96.9,1.6,JSBR,,0,0,0,0,2023-09-21,2023-10-17,0,,낙동강,,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0,12,0,0.001,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,통영시,통영시,두미 남구,경상남도 통영시 욕지면 두미리 7-2번지 ,15,0,0,15,8.4,0,0,8.4,8.4,0,0,8.4,162.2,5.1,51.7,4.3,136.5,4.8,41.079,8.457,5.691,0.806,123591,11,96.9,1.3,JSBR,,0,0,0,0,2024-02-29,2024-03-20,1864,,낙동강,,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0,12,0,0.002,민간(대행),테크로스환경서비스,0,2024-01-01,2025-12-31,0,0
경상남도,사천시,사천시,삼천포,경상남도 사천시 사등동 114-1 (사천시환경사업소) ,43000,0,0,43000,33252.2,0,0,33252.2,32918.3,0,0,32918.3,155.4,2.3,54.9,4,142.3,2.7,38.696,11.059,3.867,0.527,126223,254,98.5,5089.9,"표준활성슬러지법,DNR,A2O","슬러지탈질조를 이용한 저농도 하수 영양소 제거공법(DNR 공법),A2O 공법",40.5,0,194.7,301.8,2000-02-29,2000-03-01,94285,자외선 ,낙동강,봉현천,남해동부,500톤 이상(Ⅳ지역),가화천,Ⅰb,41.4,748.1,1808.3,4629544,748.1,0.177,공기업,사천시시설관리공단,1763,2020-01-01,2024-12-31,19,0
경상남도,사천시,사천시,사천,경상남도 사천시 사남면 방지리 200 ,28000,0,0,28000,20715.7,0,0,20715.7,20302.8,0,0,20302.8,244,1.2,112.7,5.1,185.1,1.7,52.854,7.44,5.257,0.524,267112,81,99.5,5029.4,"DNR,KM-SBR",DNR,73.7,36,0.6,0,2003-06-30,2003-08-14,72429,자외선 ,낙동강,사천만,서부경남,500톤 이상(Ⅳ지역),남강댐,Ⅰb,0,0,1075.5,4696539,0,0.29,공기업,사천시시설관리공단,3194,2020-01-01,2024-12-31,28,0
경상남도,사천시,사천시,용현,경상남도 사천시 용현면 송지리 931-1 ,3000,0,0,3000,1599.4,0,0,1599.4,1433.8,0,0,1433.8,200.6,1.4,104.7,4.8,184.3,1.4,61.56,9.486,6.361,0.571,326724,180,99.3,318.6,BSTS-II,BSTS-II,0,0,0,0,2010-10-28,2010-10-29,21981,자외선 ,낙동강,사천만,서부경남,500톤 이상(Ⅳ지역),남강댐,Ⅰb,0,0,151,659354,0,0.577,공기업,사천시시설관리공단,121,2020-01-01,2024-12-31,4,0
경상남도,사천시,사천시,곤양,경상남도 사천시 곤양면 대진리 856 ,1700,0,0,1700,1122.1,0,0,1122.1,1041,0,0,1041,130.4,0.9,49.5,2.4,117.2,1,32.289,8.657,3.097,0.556,111352,185,99.3,145.3,DeNiPho,DeNiPho(간헐포기접촉산화),0,0,0,0,2006-12-19,2006-12-20,19006,자외선 ,낙동강,곤양천,서부경남,500톤 이상(Ⅳ지역),남강댐,Ⅰb,0,0,120.3,525233,0,0.633,공기업,사천시시설관리공단,103,2020-01-01,2024-12-31,4,0
경상남도,사천시,사천시,서포,경상남도 사천시 서포면 구평리 150 ,700,0,0,700,537,0,0,537,501.5,0,0,501.5,127.6,1.2,56,3.6,129.8,1.3,33.803,7.105,3.266,0.472,395432,262,99.1,67.9,DeNiPho,DeNiPho(간헐포기접촉산화),0,0,0,0,2006-10-03,2006-10-04,11688,자외선 ,낙동강,대동천,서부경남,500톤 이상(Ⅳ지역),남강댐,Ⅰb,0,0,75.3,328608,0,0.822,공기업,사천시시설관리공단,85,2020-01-01,2024-12-31,4,0
경상남도,사천시,사천시,곤명,곤명면 정곡리 883-2,450,0,0,450,250.7,0,0,250.7,250.7,0,0,250.7,145.1,1,69.7,4.2,128.7,0.6,47.742,6.73,5.999,1.062,226741,34,99.3,36.1,선회와류식 SBR,,0,0,0,0,2011-11-20,2011-11-20,10106,,낙동강,덕천강,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,16.3,71373,0,0.357,공기업,사천시시설관리공단,27.6,2020-01-01,2024-12-31,0,0
